List Number,Agency Phone,Listing Agent,Co-Listing Agent,Property Type,Card Format,Book Section,Property Sub Type,Listing Contract Date,Back on Market Date,Status,Status Change Timestamp,Original List Price,List Price,Living Area Source,MLS Area Major,Lock Box Number,Street Direction Prefix,Street Direction Suffix,Non-Representative Compensation Type,City,State,County,Country,Postal Code,Stories Total,Stories,Latitude,Longitude,GeoID,Living Area,Year Built,Direction Faces,Lot Size Dimensions,Bedrooms Total,Bathrooms Total,Bathrooms Full,Bathrooms Half,Parcel Number,Owner Name,mod_timestamp,Association Fee Frequency,Occupant Type,Listing Agreement,Association Fee 2 Frequency,Listing Service,Lease Term,Association Fee,Building Area Total,Garage Spaces,Association Fee 2,List Price/SqFt,Availability Date,Start Showing Date,Association Name,Association YN,Carport YN,Property Attached YN,Furnished,Lot Size Acres,Contingent Date,Senior Community YN,Waterfront YN,Water Frontage Feet,Accessory Dwelling Unit Y/N,Rental Service,Garage YN,Carport Spaces,Non-Representative Compensation,Entry Level,Accessibility Features YN,Unit Type,Comp Sale YN,Price Change Timestamp,Days on Market,Rooms,Features
gAAAAABm9wKyxgpfhMoVPi1YtS_kR38IrKuSA0A-cZKFFSEiQXv_4quxHnRrKUEGSIUyxsn5YxIPcTzAMdzyA_eINjRsCGl5jQ==,Agency_Phone_Index_656,Listing_Agent_Index_984,,Rental,Residential Lease,Condominium,CN,4/5/24,,A,5/19/24,1300,1300,Public Records,56,,,,%,Jacksonville,FL,Duval,US,32244,2,,30.2359123,-81.7439695,1.20E+11,907,2005,,0,2,2,2,0,gAAAAABm9wKyNTuolGmmbl53k6pVmLco1N6XGXVsYTBdGgmD7Cn7uZC5cwZRKp3Quf0zfyD-GGPrBZEDN2UqQzFaZrm6mgJsxw==,Owner_Name_Index_1718,9/11/24 22:31,Monthly,Vacant,Excl Right to Lease,,Full Service,12 Months,,,,,1.43,4/26/24,,Association_Name_Index_1816,Y,N,N,U,0,,N,N,,N,R,N,,10,,N,Interior Unit,N,,98,,Pets Allowed|No|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Rental Commission Term|1 Years Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Heating|Electric|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Showing Requirements|Gated|Community;Showing Requirements|Lockbox|Yes;Showing Requirements|Call Listing Agent|Yes;Showing Requirements|Appointment Only|Yes;Parking Features|Gated|Yes;Appliances|Disposal|Yes;Appliances|Washer/Dryer Stacked|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;Appliances|Electric Oven|Yes;Appliances|Dishwasher|Yes;
gAAAAABm9wKyKg9MPAR7Z26HJObyyklrh3yzR-OI0Vynk84o4dHwa4TceDLc_rO978Jtf1etGBTOzIxL_h6h2QTmFbEYQmjVWw==,Agency_Phone_Index_665,Listing_Agent_Index_985,,Rental,Residential Lease,Duplex,DU,7/31/24,,A,6/30/24,3200,3200,Owner,331,,,,$,St Augustine,FL,St. Johns,US,32080,1,1,29.83330722,-81.26589798,1.21E+11,1016,1992,East,,2,2,2,0,gAAAAABm9wKyY5QpEqK-QuUgQSXK2BQYPxiPZInKnvXtAarIEFZkDiHSFWLC5pE4T31sMqNP3H_5ZwB2ztM2qk6gyej13vC-nA==,Owner_Name_Index_1719,,,Tenant,Excl Right to Lease,,Full Service,Month To Month,,2032,,,3.15,9/6/24,,,N,N,Y,F,0.2,,N,N,,N,R,N,,500,,N,,N,,20,Primary Bathroom:|||||;Bathroom 1:|||||;Primary Bedroom:|||||;Bedroom 1:|||||;Family Room:|||||;Kitchen:|||||;Laundry:|||||;,"Additional Lease Terms|Month To Month|Yes;Architectural Style|Traditional|Yes;Deposits and Fees|Security Deposit|3,200;Deposits and Fees|Pet Fee/Deposit|150;Deposits and Fees|Application Fee|25;Electric|200+ Amp Service|Yes;Exterior Features|Outdoor Shower|Yes;Fencing|Back Yard|Yes;Fencing|Fenced|Yes;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Primary Bathroom - Tub with Shower|Yes;Interior Features|Skylight(s)|Yes;Interior Features|Vaulted Ceiling(s)|Yes;Interior Features|Pantry|Yes;Interior Features|Open Floorplan|Yes;Interior Features|Eat-in Kitchen|Yes;Laundry Features|In Unit|Yes;Levels|One|Yes;Owner Pays|Electricity|Yes;Owner Pays|Water|Yes;Owner Pays|Taxes|Yes;Owner Pays|Sewer|Yes;Owner Pays|Pest Control|Yes;Owner Pays|Insurance|Yes;Owner Pays|Hot Water|Yes;Owner Pays|HVAC Maintenance|Yes;Owner Pays|Grounds Care|Yes;Owner Pays|Exterior Maintenance|Yes;Patio And Porch Features|Front Porch|Yes;Patio And Porch Features|Rear Porch|Yes;Pets Allowed|Cats OK|Yes;Pets Allowed|Dogs OK|Yes;Rent Includes|All Utilities|Yes;Road Frontage Type|Private Road|Yes;Road Surface Type|Asphalt|Yes;Road Surface Type|Concrete|Yes;Room Types|Bathroom 1|Yes;Room Types|Primary Bedroom|Yes;Room Types|Primary Bathroom Level|First;Room Types|Primary Bathroom|Yes;Room Types|Laundry|Yes;Room Types|Kitchen|Yes;Room Types|Family Room|Yes;Room Types|Bedroom 1|Yes;Room Types|Bathroom 1 Level|First;Security Features|Closed Circuit Camera(s)|Yes;Security Features|Smoke Detector(s)|Yes;Sewer|Septic Tank|Yes;Showing Considerations|Occupied|Yes;Smart Home Features|Dishwasher|Yes;Smart Home Features|Smoke Detector|Yes;Smart Home Features|Refrigerator|Yes;Smart Home Features|Programmable Thermostat|Yes;Smart Home Features|Oven|Yes;Smart Home Features|Locks|Yes;Smart Home Features|Irrigation|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|Cable TV|Yes;Rental Commission Term|Specific $ Amount|500;Water Source|Private|Yes;Water Source|Well|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Connected|Yes;Utilities|Water Connected|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Call Listing Agent|Yes;Parking Features|Off Street|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Tankless Water Heater|Yes;Appliances|Plumbed For Ice Maker|Yes;Appliances|Microwave|Yes;Appliances|Ice Maker|Yes;Appliances|Electric Oven|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyK87znXWEhuNIwi-d9ktEm5eB_AviuYuh8R0x-0DvYQw-RFwZQWZ1kVMzGRc7Papx1fLhNaihVzL_8MEig_00KQ==,Agency_Phone_Index_666,Listing_Agent_Index_986,,Rental,Residential Lease,Single Family Residence,SF,6/21/24,,A,7/5/24,2795,2795,Public Records,307,,,,%,St Augustine,FL,St. Johns,US,32095,2,,29.98018146,-81.37054322,1.21E+11,2048,2023,,,4,3,2,1,gAAAAABm9wKy6L21IW_Puo3WEkdS5AR6xe32HLI1kkuLpjixKIZAE-wkFhaL8344SN3-cuGwAB2ceeVSYRue-D8CmjrGyVuwDw==,,9/11/24 7:57,,,Excl Right to Lease,,Full Service,12 Months,,,2,,1.36,,,,Y,N,,,0.15,,N,N,,,R,Y,,10,,N,,,,21,,Additional Lease Terms|12 Months|Yes;Association Amenities|Fitness Center|Yes;Association Amenities|Playground|Yes;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Primary Bathroom -Tub with Separate Shower|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Eat-in Kitchen|Yes;Laundry Features|Upper Level|Yes;Levels|Two|Yes;Sewer|Public Sewer|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|10;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Utilities|Water Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Combination Lock Box|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Freezer|Yes;
gAAAAABm9wKy7LzjraYfHEmdNIkXcl3GTk5noUyQxZHDisgu5lJEROMIPZO_-2QtDP2DORIuIG7PsL4Gs9MimnIN_bF4XmiRLw==,Agency_Phone_Index_658,Listing_Agent_Index_976,,Rental,Residential Lease,Townhouse,TH,7/31/24,,A,7/17/24,1850,1795,Appraiser,42,,,,$,Jacksonville,FL,Duval,US,32225,2,,30.36685436,-81.50803212,1.20E+11,1457,1986,,,2,2,2,0,gAAAAABm9wKyV_cZhaJoxleuWlo69b9iF6lEAooFqsQCxsy_WPqKOVVN0dQ1DPVohmESFz_aZI4P6rmfegGv0AZfhbKo-3zqdg==,,,,,Excl Right to Lease,,Full Service,Other,,,1,,1.23,,,,Y,N,,,0.23,,N,N,,,O,Y,,0,,N,,,,23,,"Additional Lease Terms|12 Months|Yes;Additional Lease Terms|Other|Yes;Deposits and Fees|Security Deposit|1,795;Deposits and Fees|Additional Fee|150;Deposits and Fees|Pet Fee/Deposit|300;Deposits and Fees|Application Fee|80;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Size Limit|Yes;Pets Allowed|Dogs OK|Yes;Pets Allowed|Cats OK|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Rental Commission Term|Specific $ Amount|300;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Call Listing Agent|Yes;Showing Requirements|Showing Service|Yes;Showing Requirements|Lockbox|Yes;Parking Features|Garage|Yes;Appliances|Convection Oven|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Dishwasher|Yes;Appliances|Dryer|Yes;"
gAAAAABm9wKyt18LTPCqp5hSIgJ5zQ2R93tF4LryJsQVc--tzSxMXiM3txuhbkmC-nxW9Wdd8tvomYYP3b9_efbfYHwWuiS3XQ==,Agency_Phone_Index_667,Listing_Agent_Index_987,,Rental,Residential Lease,Single Family Residence,SF,6/13/24,,A,7/10/24,4200,3900,Appraiser,272,,,,%,Ponte Vedra,FL,St. Johns,US,32081,2,,30.10050015,-81.43332267,1.21E+11,2201,2021,,,4,3,2,1,gAAAAABm9wKyajFq7ZdxlfUmgEhOy3sJfGmqOSFKchOksiyr6yOtC33ht-xS9hgymNtlLJph5toJEbgOGsXUd5RgzsrOT-JbvQ==,Owner_Name_Index_1720,,,Tenant,Excl Right to Lease,,Full Service,12 Months,,,2,,1.77,8/26/24,,,Y,N,,U,0.11,,N,N,,N,R,Y,,0,,N,,N,10/13/24 9:53,43,Primary Bedroom:|||||;Dining Room:|||||;Family Room:|||||;Kitchen:|||||;Laundry:|||||;Primary Bathroom:|||||;Bathroom 2:|||||;Loft:|||||;Bathroom 3:|||||;Bathroom 2:|||||;Bedroom 3:|||||;Bedroom 4:|||||;,"Accessory Dwelling Information|Bathrooms|3;Additional Lease Terms|12 Months|Yes;Additional Lease Terms|24 Months|Yes;Architectural Style|Contemporary|Yes;Association Amenities|Basketball Court|Yes;Association Amenities|Pickleball|Yes;Association Amenities|Jogging Path|Yes;Association Amenities|Fitness Center|Yes;Association Amenities|Dog Park|Yes;Association Amenities|Clubhouse|Yes;Deposits and Fees|Security Deposit|3,900;Deposits and Fees|Pet Fee/Deposit|500;Deposits and Fees|Application Fee|35;Fencing|Back Yard|Yes;Fencing|Wrought Iron|Yes;Fencing|Full|Yes;Interior Features|Entrance Foyer|Yes;Interior Features|Primary Bathroom - Shower No Tub|Yes;Interior Features|Walk-In Closet(s)|Yes;Interior Features|Vaulted Ceiling(s)|Yes;Interior Features|Primary Downstairs|Yes;Interior Features|Pantry|Yes;Interior Features|Open Floorplan|Yes;Interior Features|Kitchen Island|Yes;Interior Features|Eat-in Kitchen|Yes;Levels|Two|Yes;Owner Pays|Association Fees|Yes;Owner Pays|Trash Collection|Yes;Owner Pays|Taxes|Yes;Owner Pays|Repairs|Yes;Owner Pays|Pest Control|Yes;Owner Pays|HVAC Maintenance|Yes;Owner Pays|Grounds Care|Yes;Owner Pays|Exterior Maintenance|Yes;Owner Pays|Common Area Maintenance|Yes;Patio And Porch Features|Covered|Yes;Patio And Porch Features|Screened|Yes;Patio And Porch Features|Rear Porch|Yes;Patio And Porch Features|Front Porch|Yes;Pets Allowed|Cats OK|Yes;Pets Allowed|Dogs OK|Yes;Rent Includes|Gardener|Yes;Rent Includes|Trash Collection|Yes;Road Frontage Type|County Road|Yes;Road Surface Type|Asphalt|Yes;Room Types|Bathroom 2|Yes;Room Types|Primary Bedroom Level|First;Room Types|Primary Bedroom|Yes;Room Types|Primary Bathroom Level|First;Room Types|Primary Bathroom|Yes;Room Types|Loft Level|Second;Room Types|Loft|Yes;Room Types|Laundry Level|First;Room Types|Laundry|Yes;Room Types|Kitchen Level|First;Room Types|Kitchen|Yes;Room Types|Family Room Level|First;Room Types|Family Room|Yes;Room Types|Dining Room Level|First;Room Types|Dining Room|Yes;Room Types|Bedroom 4 Level|Second;Room Types|Bedroom 4|Yes;Room Types|Bedroom 3 Level|Second;Room Types|Bedroom 3|Yes;Room Types|Bathroom 3 Level|Second;Room Types|Bathroom 3|Yes;Room Types|Bathroom 2 Level|First;Security Features|Carbon Monoxide Detector(s)|Yes;Security Features|Smoke Detector(s)|Yes;Sewer|Public Sewer|Yes;Smart Home Features|Dishwasher|Yes;Smart Home Features|Smoke Detector|Yes;Smart Home Features|Irrigation|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|1,500;Water Source|Public|Yes;Cooling|Central Air|Yes;Cooling|Split System|Yes;Cooling|Electric|Yes;Heating|Central|Yes;Heating|Hot Water|Yes;Heating|Electric|Yes;Pool Features|Electric Heat|Yes;Utilities|Cable Available|Yes;Utilities|Sewer Connected|Yes;Utilities|Natural Gas Connected|Yes;Utilities|Electricity Connected|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Call Listing Agent|Yes;Parking Features|Covered|Yes;Parking Features|On Street|Yes;Parking Features|Off Street|Yes;Parking Features|Garage|Yes;Appliances|Dryer|Yes;Appliances|Water Softener Owned|Yes;Appliances|Washer|Yes;Appliances|Tankless Water Heater|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Gas Oven|Yes;Appliances|Gas Cooktop|Yes;Appliances|Freezer|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;"
gAAAAABm9wKyQBZolzpRe5H7UZ0pFN3K6kjtlOa62yVydaQtuWDCkm8ke3XULXR_S7GZF69Pha_sBFUVsHrbbwdqFbUAKjfRcw==,Agency_Phone_Index_668,Listing_Agent_Index_988,Co-Listing_Agent_Index_1636,Rental,Residential Lease,Single Family Residence,SF,6/1/24,6/25/24,A,8/14/24,2500,2500,Public Records,306,,,,$,St Augustine,FL,St. Johns,US,32095,1,1,29.99380614,-81.44110258,1.21E+11,1775,2022,,,4,2,2,0,gAAAAABm9wKy5YNQTN0M12thd3mDMNm_UobkvHATk3olrL5DpSaeFTt_GUCDYlSJ1UwfU1HRisBEJMQl_wITZrXcib6Vpdn93Q==,,9/18/24 8:17,,,Excl Right to Lease,,Full Service,12 Months,,,2,,1.41,6/15/24,,,Y,N,,U,,,N,N,,,O,Y,,0,,N,,N,,23,,"Additional Fee Includes|Other|Yes;Additional Lease Terms|12 Months|Yes;Architectural Style|Ranch|Yes;Association Amenities|Playground|Yes;Association Amenities|Tennis Court(s)|Yes;Deposits and Fees|Security Deposit|2,600;Deposits and Fees|Additional Fee|125;Deposits and Fees|Pet Fee/Deposit|500;Deposits and Fees|Application Fee|75;Interior Features|Breakfast Bar|Yes;Interior Features|Split Bedrooms|Yes;Interior Features|Primary Bathroom - Shower No Tub|Yes;Interior Features|Walk-In Closet(s)|Yes;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|Washer Hookup|Yes;Levels|One|Yes;Owner Pays|None|Yes;Patio And Porch Features|Covered|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Yes|Yes;Pets Allowed|Size Limit|Yes;Pets Allowed|Number Limit|Yes;Pets Allowed|Dogs OK|Yes;Pets Allowed|Cats OK|Yes;Road Surface Type|Asphalt|Yes;Special Listing Conditions|Third Party Approval|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|300;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Showing Requirements|Appointment Only|Yes;Showing Requirements|Showing Service|Yes;Parking Features|Attached|Yes;Appliances|Dishwasher|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Gas Range|Yes;"
gAAAAABm9wKy8-BshHPooOoyWC12Z2oSPB6yG4ns-SiCQHQgDxOesW3Mkq_z3rxObzSJH1RNAcnlaRNMSccdnCYP7b61xRJ3eQ==,Agency_Phone_Index_669,Listing_Agent_Index_989,,Rental,Residential Lease,Townhouse,TH,6/29/24,,A,8/18/24,2000,2000,Appraiser,601,,,,%,Palm Coast,FL,Flagler,US,32137,2,,29.59324008,-81.2672719,1.20E+11,1722,2023,,,3,3,2,1,gAAAAABm9wKy8pLRsnNK5Y1zHnztez3y-sh5DzIJUj5CQKkT08FX4gdUIHyGv3uTrTw3XLf5VJidoBkJcE9rT3Z0CdePcBdNsce1_xl-cr1YVGzR9KU6FH0=,,9/24/24 2:09,,Vacant,Exclusive Agency,,Full Service,12 Months,,,1,,1.16,8/15/24,,,N,N,Y,N,0.05,,N,N,,N,O,Y,,150,,N,,,,7,,"Additional Lease Terms|12 Months|Yes;Additional Lease Terms|Negotiable|Yes;Deposits and Fees|Security Deposit|1,995;Deposits and Fees|Additional Fee|125;Deposits and Fees|Application Fee|55;Fencing|Back Yard|Yes;Fencing|Vinyl|Yes;Interior Features|Kitchen Island|Yes;Interior Features|Vaulted Ceiling(s)|Yes;Interior Features|Smart Home|Yes;Interior Features|Open Floorplan|Yes;Owner Pays|Association Fees|Yes;Patio And Porch Features|Rear Porch|Yes;Patio And Porch Features|Screened|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Number Limit|Yes;Road Surface Type|Asphalt|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|1,300;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Utilities|Water Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Call Listing Agent|Yes;Showing Requirements|Showing Contact Phone|9042333562;Parking Features|Additional Parking|Yes;Appliances|ENERGY STAR Qualified Dishwasher|Yes;Appliances|ENERGY STAR Qualified Water Heater|Yes;Appliances|ENERGY STAR Qualified Dryer|Yes;Appliances|ENERGY STAR Qualified Washer|Yes;Appliances|ENERGY STAR Qualified Refrigerator|Yes;"
gAAAAABm9wKyWOReElyb19dRNutszJmYDdHZg_eJ7LdM4lv0AubKra61synAgZOCiOuxrR4P6Y-ctd2DESujrz-O-cUywA0_JQ==,Agency_Phone_Index_670,Listing_Agent_Index_990,,Rental,Residential Lease,Single Family Residence,SF,4/3/24,,A,3/19/24,2260,1970,Public Records,132,,,,$,Orange Park,FL,Clay,US,32073,1,,30.17417223,-81.71988678,1.20E+11,1975,1969,,,4,2,2,0,gAAAAABm9wKylUBOBZ8qARuDcrdklqwf-_2yHJaUNpviABzc8lXQZspk_AypK4vXi8rneoxNveUx1Pu3M6IqXsyB2_M1HWL6Gw==,,,,Vacant,Excl Right to Lease,,Full Service,12 Months,0,,1,,1,,,Association_Name_Index_1817,Y,N,,,0.26,,N,N,,,,Y,,0,,N,,,,115,Primary Bedroom:|||||;Bedroom 1:|||||;Bedroom 2:|||||;Bedroom 3:|||||;Bonus Room:|||||;Kitchen:|||||;Living Room:|||||;,"Additional Lease Terms|12 Months|Yes;Deposits and Fees|Security Deposit|1,970;Deposits and Fees|Pet Fee/Deposit|250;Deposits and Fees|Application Fee|50;Owner Pays|None|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Size Limit|Yes;Pets Allowed|Number Limit|Yes;Room Types|Bonus Room|Yes;Room Types|Primary Bedroom|Yes;Room Types|Living Room|Yes;Room Types|Kitchen|Yes;Room Types|Bedroom 3|Yes;Room Types|Bedroom 2|Yes;Room Types|Bedroom 1|Yes;Tenant Pays|Exterior Maintenance|Yes;Tenant Pays|All Utilities|Yes;Tenant Pays|Insurance|Yes;Rental Commission Term|Specific $ Amount|300;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Available|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Other|Yes;Showing Requirements|Restricted Hours|Yes;Parking Features|Attached|Yes;Parking Features|Garage|Yes;Appliances|Refrigerator|Yes;"
gAAAAABm9wKy__C1_USpmPWsPE5IZjnN9UKhyIFUhF85-wDZPV-gjgk3_E5OBmPsY714F8tnZifxC3wP-uwApTjxOrZUexdv8w==,Agency_Phone_Index_671,Listing_Agent_Index_991,,Rental,Residential Lease,Single Family Residence,SF,8/25/24,,A,7/26/24,1755,1755,Public Records,22,,,,$,Jacksonville,FL,Duval,US,32216,1,1,30.31460413,-81.56572889,1.20E+11,1184,2008,,,3,2,2,0,gAAAAABm9wKyhqBtJsaK0vw1AtbA7qY1nAaXcssnW6MavVraRpSuUPrGx4V46h_YcSLvSittttx59yYwNwKPKbCJHewEMdsrQQ==,Owner_Name_Index_1721,,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,1,,1.48,,,,N,N,,U,,,N,N,,,,Y,,0,,N,,,,1,,"Additional Lease Terms|12 Months|Yes;Additional Lease Terms|24 Months|Yes;Deposits and Fees|Security Deposit|1,755;Deposits and Fees|Additional Fee|125;Deposits and Fees|Application Fee|50;Fencing|Back Yard|Yes;Fencing|Fenced|Yes;Fencing|Wood|Yes;Interior Features|Pantry|Yes;Interior Features|Walk-In Closet(s)|Yes;Owner Pays|Association Fees|Yes;Pets Allowed|Breed Restrictions|Yes;Pets Allowed|Number Limit|Yes;Pets Allowed|Dogs OK|Yes;Pets Allowed|Cats OK|Yes;Road Surface Type|Asphalt|Yes;Security Features|Smoke Detector(s)|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|Insurance|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|Specific $ Amount|250;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|None|Yes;Utilities|Electricity Available|Yes;Utilities|Water Connected|Yes;Utilities|Sewer Connected|Yes;Showing Requirements|Showing Contact Phone|800-218-4796;Showing Requirements|Showing Service|Yes;Parking Features|Attached|Yes;Appliances|Disposal|Yes;Appliances|Refrigerator|Yes;Appliances|Dishwasher|Yes;"
gAAAAABm9wKyzecwyYypOpcfE2ZPGW177k9jGwRE4i2Gh64d3NBAMkHzipV00AqIV-vPe9AqQfWBPAG6Nch8ehHkZFmZtDupsA==,Agency_Phone_Index_672,Listing_Agent_Index_992,,Rental,Residential Lease,Ranch,RA,3/4/24,,A,2/3/24,1700,1650,Public Records,54,,,S,%,Jacksonville,FL,Duval,US,32210,1,,30.26173454,-81.75623968,1.20E+11,1370,1958,,,4,2,2,0,gAAAAABm9wKy8OHL-uN_a5u3ioKOa4TDvBOHj-9tW2az9n2gCQHcO6xP_nIhb9ZoIQ2qMKwAqTxwisdV36t8jbtWaic4IWPVkA==,,,,Vacant,Exclusive Agency,,Full Service,12 Months,,,1,,1.2,2/19/24,,,N,N,,U,0.24,,N,N,,N,N,Y,,0,,N,,N,,164,,"Additional Lease Terms|12 Months|Yes;Architectural Style|Ranch|Yes;Deposits and Fees|Security Deposit|1,700;Deposits and Fees|Application Fee|60;Electric|200+ Amp Service|Yes;Fencing|Back Yard|Yes;Fencing|Chain Link|Yes;Interior Features|Ceiling Fan(s)|Yes;Interior Features|Eat-in Kitchen|Yes;Interior Features|Entrance Foyer|Yes;Laundry Features|Electric Dryer Hookup|Yes;Laundry Features|Washer Hookup|Yes;Laundry Features|In Garage|Yes;Levels|One|Yes;Owner Pays|HVAC Maintenance|Yes;Owner Pays|Management|Yes;Patio And Porch Features|Covered|Yes;Patio And Porch Features|Patio|Yes;Patio And Porch Features|Front Porch|Yes;Pets Allowed|No|Yes;Rent Includes|None|Yes;Road Frontage Type|City Street|Yes;Road Surface Type|Asphalt|Yes;Security Features|Smoke Detector(s)|Yes;Sewer|Public Sewer|Yes;Special Listing Conditions|Smoking Prohibited|Yes;Tenant Pays|All Utilities|Yes;Rental Commission Term|1 Months Rent|Yes;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Heating|Heat Pump|Yes;Heating|Electric|Yes;Pool Features|None|Yes;Utilities|Cable Available|Yes;Showing Requirements|Call Listing Agent|Yes;Showing Requirements|Lockbox|Yes;Showing Requirements|Combination Lock Box|Yes;Parking Features|Garage|Yes;Parking Features|Off Street|Yes;Appliances|Electric Cooktop|Yes;Appliances|Refrigerator|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Range|Yes;Appliances|Electric Oven|Yes;"
gAAAAABm9wKyyMXZUt-nwZvA3Jt5nNuG_xHfd4MfbUfE5CAd280W7nCBNXTH4nNXxbpG0DsjbrtLj6T1xFMgaNSVeMUTyUdlEQ==,Agency_Phone_Index_673,Listing_Agent_Index_993,,Rental,Residential Lease,Condominium,CN,6/10/24,,A,6/2/24,1800,1800,Assessor,252,,,,%,Ponte Vedra Bch,FL,St. Johns,US,32082,2,2,30.25147734,-81.39520755,1.21E+11,1150,1985,,,2,2,2,0,gAAAAABm9wKyvX3UPPjYtVrYIPNHXreAm9vDEN8HgFDofbD6uUJcc-MhnPbUOC24QICvzepEp14uJZ0APPJpcndOet-ulqSZNw==,,,,Vacant,Excl Right to Lease,,Full Service,12 Months,,,,,1.57,7/2/24,,,N,N,,U,0,,N,N,,,,N,,0,1,N,End Unit,,,40,,Rental Commission Term|1 Months Rent|Yes;Rental Commission Term|Specific $ Amount|10;Water Source|Public|Yes;Cooling|Central Air|Yes;Heating|Central|Yes;Pool Features|Community|Yes;Utilities|Cable Available|Yes;Utilities|Water Available|Yes;Utilities|Electricity Available|Yes;Showing Requirements|Combination Lock Box|Yes;Showing Requirements|Showing Contact Phone|904-859-0876;Parking Features|Assigned|Yes;Parking Features|Guest|Yes;Appliances|Dryer|Yes;Appliances|Washer|Yes;Appliances|Refrigerator|Yes;Appliances|Microwave|Yes;Appliances|Electric Water Heater|Yes;Appliances|Electric Oven|Yes;Appliances|Electric Cooktop|Yes;Appliances|Dishwasher|Yes;Appliances|Disposal|Yes;
